category,name,original_name,unit,period,value
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Nov,36.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Nov,1624.35
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Nov,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Nov,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Nov,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Nov,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Nov,0.58
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Nov,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Nov,0.58
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Nov,7146.43
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Nov,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Nov,7146.43
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Nov,8074.885
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Nov,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Nov,8074.885
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Nov,1357.287
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Nov,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Nov,1357.287
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Nov,579.872
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Nov,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Nov,579.872
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Nov,655.208
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Nov,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Nov,655.208
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Nov,110.132
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Nov,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Nov,110.132
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Nov,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Nov,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Nov,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Nov,0.0
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Nov,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Nov,0.0
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Nov,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Nov,0.0
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Nov,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Nov,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Nov,0.0
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Nov,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Nov,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Nov,0.0
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Nov,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Nov,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Nov,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Nov,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Nov,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Dec,18000.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Dec,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Dec,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Dec,1872.75
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Dec,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Dec,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Dec,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Dec,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Dec,0.645
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Dec,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Dec,0.65
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Dec,9549.209
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Dec,64.161
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Dec,9613.37
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Dec,10656.962
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Dec,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Dec,10656.962
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Dec,1588.814
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Dec,9.161
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Dec,1597.974
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Dec,612.904
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Dec,4.118
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Dec,600.688
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Dec,684.004
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Dec,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Dec,665.896
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Dec,101.976
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Dec,0.588
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Dec,99.849
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Dec,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Dec,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Dec,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Dec,0.0
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Dec,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Dec,0.0
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Dec,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Dec,0.0
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Dec,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Dec,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Dec,0.0
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Dec,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Dec,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Dec,0.0
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Dec,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Dec,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Dec,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Dec,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Dec,0.0
Energy Cost,Coal,Coal,Local Currency,Jan,0.0
Energy Cost,Lignite,Lignite,Local Currency,Jan,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Jan,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Jan,0.0
Energy Cost,LPG,LPG,Local Currency,Jan,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Jan,0.0
Energy Cost,Diesel,Diesel,Ringgit,Jan,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Jan,0.0
Energy Cost,Steam,Steam,Local Currency,Jan,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Jan,0.0
Energy Cost,Electricity,Electricity,Ringgit,Jan,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Jan,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Jan,0.0
Energy Cost,Coal,Coal,Local Currency,Feb,0.0
Energy Cost,Lignite,Lignite,Local Currency,Feb,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Feb,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Feb,0.0
Energy Cost,LPG,LPG,Local Currency,Feb,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Feb,0.0
Energy Cost,Diesel,Diesel,Ringgit,Feb,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Feb,0.0
Energy Cost,Steam,Steam,Local Currency,Feb,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Feb,0.0
Energy Cost,Electricity,Electricity,Ringgit,Feb,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Feb,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Feb,0.0
Energy Cost,Coal,Coal,Local Currency,Mar,0.0
Energy Cost,Lignite,Lignite,Local Currency,Mar,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Mar,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Mar,0.0
Energy Cost,LPG,LPG,Local Currency,Mar,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Mar,0.0
Energy Cost,Diesel,Diesel,Ringgit,Mar,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Mar,0.0
Energy Cost,Steam,Steam,Local Currency,Mar,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Mar,0.0
Energy Cost,Electricity,Electricity,Ringgit,Mar,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Mar,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Mar,0.0
Energy Cost,Coal,Coal,Local Currency,Apr,0.0
Energy Cost,Lignite,Lignite,Local Currency,Apr,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Apr,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Apr,0.0
Energy Cost,LPG,LPG,Local Currency,Apr,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Apr,0.0
Energy Cost,Diesel,Diesel,Ringgit,Apr,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Apr,0.0
Energy Cost,Steam,Steam,Local Currency,Apr,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Apr,0.0
Energy Cost,Electricity,Electricity,Ringgit,Apr,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Apr,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Apr,0.0
Energy Cost,Coal,Coal,Local Currency,May,0.0
Energy Cost,Lignite,Lignite,Local Currency,May,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,May,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,May,0.0
Energy Cost,LPG,LPG,Local Currency,May,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,May,0.0
Energy Cost,Diesel,Diesel,Ringgit,May,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,May,0.0
Energy Cost,Steam,Steam,Local Currency,May,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,May,0.0
Energy Cost,Electricity,Electricity,Ringgit,May,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,May,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,May,0.0
Energy Cost,Coal,Coal,Local Currency,Jun,0.0
Energy Cost,Lignite,Lignite,Local Currency,Jun,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Jun,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Jun,0.0
Energy Cost,LPG,LPG,Local Currency,Jun,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Jun,0.0
Energy Cost,Diesel,Diesel,Ringgit,Jun,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Jun,0.0
Energy Cost,Steam,Steam,Local Currency,Jun,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Jun,0.0
Energy Cost,Electricity,Electricity,Ringgit,Jun,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Jun,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Jun,0.0
Energy Cost,Coal,Coal,Local Currency,Jul,0.0
Energy Cost,Lignite,Lignite,Local Currency,Jul,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Jul,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Jul,0.0
Energy Cost,LPG,LPG,Local Currency,Jul,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Jul,0.0
Energy Cost,Diesel,Diesel,Ringgit,Jul,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Jul,0.0
Energy Cost,Steam,Steam,Local Currency,Jul,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Jul,0.0
Energy Cost,Electricity,Electricity,Ringgit,Jul,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Jul,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Jul,0.0
Energy Cost,Coal,Coal,Local Currency,Aug,0.0
Energy Cost,Lignite,Lignite,Local Currency,Aug,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Aug,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Aug,0.0
Energy Cost,LPG,LPG,Local Currency,Aug,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Aug,0.0
Energy Cost,Diesel,Diesel,Ringgit,Aug,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Aug,0.0
Energy Cost,Steam,Steam,Local Currency,Aug,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Aug,0.0
Energy Cost,Electricity,Electricity,Ringgit,Aug,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Aug,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Aug,0.0
Energy Cost,Coal,Coal,Local Currency,Sep,0.0
Energy Cost,Lignite,Lignite,Local Currency,Sep,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Sep,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Sep,0.0
Energy Cost,LPG,LPG,Local Currency,Sep,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Sep,0.0
Energy Cost,Diesel,Diesel,Ringgit,Sep,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Sep,0.0
Energy Cost,Steam,Steam,Local Currency,Sep,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Sep,0.0
Energy Cost,Electricity,Electricity,Ringgit,Sep,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Sep,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Sep,0.0
Energy Cost,Coal,Coal,Local Currency,Oct,0.0
Energy Cost,Lignite,Lignite,Local Currency,Oct,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Oct,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Oct,0.0
Energy Cost,LPG,LPG,Local Currency,Oct,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Oct,0.0
Energy Cost,Diesel,Diesel,Ringgit,Oct,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Oct,0.0
Energy Cost,Steam,Steam,Local Currency,Oct,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Oct,0.0
Energy Cost,Electricity,Electricity,Ringgit,Oct,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Oct,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Oct,0.0
Energy Cost,Coal,Coal,Local Currency,Nov,0.0
Energy Cost,Lignite,Lignite,Local Currency,Nov,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Nov,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Nov,0.0
Energy Cost,LPG,LPG,Local Currency,Nov,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Nov,0.0
Energy Cost,Diesel,Diesel,Ringgit,Nov,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Nov,0.0
Energy Cost,Steam,Steam,Local Currency,Nov,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Nov,0.0
Energy Cost,Electricity,Electricity,Ringgit,Nov,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Nov,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Nov,0.0
Energy Cost,Coal,Coal,Local Currency,Dec,0.0
Energy Cost,Lignite,Lignite,Local Currency,Dec,0.0
Energy Cost,Natural Gas,Natural Gas,Local Currency,Dec,0.0
Energy Cost,Co-generation (Heat),Co-generation (Heat),Local Currency,Dec,0.0
Energy Cost,LPG,LPG,Local Currency,Dec,0.0
Energy Cost,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,Local Currency,Dec,0.0
Energy Cost,Diesel,Diesel,Ringgit,Dec,0.0
Energy Cost,Gasoline,Gasoline,Local Currency,Dec,0.0
Energy Cost,Steam,Steam,Local Currency,Dec,0.0
Energy Cost,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),Local Currency,Dec,0.0
Energy Cost,Electricity,Electricity,Ringgit,Dec,0.0
Energy Cost,Co-generation (Power),Co-generation (Power),Local Currency,Dec,0.0
Energy Cost,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),Local Currency,Dec,0.0
